URL,開講年度,学部,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法,学期,曜日,時限,単位取得難易度,必修,群,レポート,出席,テスト,学年,学科
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002312024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５シェパード,シェパード　クリス,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５３-３０３教室,西早稲田（旧大久保）,2600112002,31,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],4,必修,A,0.31495469692694184,0.4647563314164368,0.22028897165662148,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002322024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５ウイルコックス,ウイルコックス　リチャード　ブライアン,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５４-３０３教室,西早稲田（旧大久保）,2600112002,32,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],3,必修,A,0.20475460026454753,0.4124954722715153,0.38274992746393716,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002332024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５スズキ,スズキ　スティーブン　タロー,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,６３号館３階端末室Ｇルーム,西早稲田（旧大久保）,2600112002,33,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],4,必修,A,0.111339671476533,0.5212523305065863,0.3674079980168808,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002352024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５ウォン,ウォン　エリック　ジェームズ,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５４-Ｂ０１教室,西早稲田（旧大久保）,2600112002,35,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],4,必修,A,0.13437381442031496,0.5046734344129277,0.36095275116675724,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002362024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５ハンズロヴスカー,ハンズロヴスカー　ヴラディミーラ,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５３-２０４教室,西早稲田（旧大久保）,2600112002,36,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],2,必修,A,0.05427998423206202,0.3998438184437429,0.5458761973241951,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002372024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５バートン,バートン　リチャード　レズリー,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５３-２０１教室,西早稲田（旧大久保）,2600112002,37,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],2,必修,A,0.49261129819590466,0.4860528291739445,0.021335872630150958,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002382024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５ファイ,ファイ　シング,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５４-１０３教室,西早稲田（旧大久保）,2600112002,38,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],1,必修,A,0.17230253503236923,0.47050117587076906,0.3571962890968617,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002392024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木５ハリソン,ハリソン　デイビッド　マシュー,秋学期  木５時限,"['外国語', '英語', '必修']",２,1,５４-１０４教室,西早稲田（旧大久保）,2600112002,39,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[5],3,必修,A,0.4257961722879241,0.2560081939230837,0.3181956337889921,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002402024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　木３菅原,菅原　彩加,秋学期  木３時限,"['外国語', '英語', '必修']",２,1,５４-３０１教室,西早稲田（旧大久保）,2600112002,40,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,木,[3],1,必修,A,0.5389653144535097,0.27752289010532394,0.18351179544116633,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002412024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１ヴァジラサーン,Ａ．ヴァジラサーン,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５３-Ｂ０４教室,西早稲田（旧大久保）,2600112002,41,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],3,必修,A,0.27966658891734575,0.4737176301466563,0.24661578093599795,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002422024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１ユハース,ユハース　ミクローシュ,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-３０１教室,西早稲田（旧大久保）,2600112002,42,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],3,必修,A,0.40398379285210917,0.22500261069552785,0.37101359645236304,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002432024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１ハリソン,ハリソン　デイビッド　マシュー,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-４０１教室,西早稲田（旧大久保）,2600112002,43,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],2,必修,A,0.3421068070213886,0.2658581204025303,0.392035072576081,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002442024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１バーティウム,バーティウム　ディビッド　ジョン,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-４０３教室,西早稲田（旧大久保）,2600112002,44,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],4,必修,A,0.5126160963150227,0.11650225652455493,0.3708816471604224,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002452024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１北原,北原　真冬,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５３-１０３教室,西早稲田（旧大久保）,2600112002,45,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],4,必修,A,0.0367701669322064,0.02804250156727798,0.9351873315005156,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002462024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１ヘアー,ヘアー　イアン　ジェイムス,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-Ｂ０１教室,西早稲田（旧大久保）,2600112002,46,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],1,必修,A,0.599406002542746,0.18169040225078037,0.2189035952064736,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002472024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１マッキネス,Ｐ．Ｒ．マッキネス,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-３０３教室,西早稲田（旧大久保）,2600112002,47,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],3,必修,A,0.8607904065452018,0.11197341326361511,0.02723618019118316,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600112002492024260011200226,2024年度,基幹理工学部,Concept Building And Discussion 2　金１キッド,キッド　ジョシュア　アレクサンダー,秋学期  金１時限,"['外国語', '英語', '必修']",２,1,５４-１０１教室,西早稲田（旧大久保）,2600112002,49,英語,【対面】,語学,英語,英語,初級レベル（入門・導入）,外国語,1. Textbook: Concept Building and Discussion - Applications (2019). DTP Publishing.2. Supplementary materials on the CELESE CBD2 web page (https://celese.jp/courses/undergraduate/cbd2/)3. Supplementary materials supplied by the teacher,"割合評価基準試験:20％Evaluation Details: This course has no final test. However, students will be administered two discussion tests during the semester: one in the first half related to group projects and another in the second half related to individual projects. Each test is worth 10%.レポート:30％Evaluation Details: During the semester, students will need to complete two written reports (each worth 15%) based on in-class discussions and presentations: one for the group project and another for the individual project.平常点評価:50％Evaluation Details: Twice during the semester, students will need to make oral presentations of findings obtained first through a group research project and then through an individual research project. Each presentation is worth 20% of the final grade. In addition, students will regularly be evaluated on their contributions to discussion and problem-solving tasks assigned in class. This component is worth 10% of the final grade.その他:0％Other Requirements Relating to EvaluationAttendance PolicyStudents must attend at least two-thirds of the sessions, or they will receive an ‘F' for their final grade.Homework and ParticipationStudents are expected to complete an average of 100 minutes of homework each week to achieve a passing grade in this class. The homework will include writing assignments, undertaking Internet- and library-based research, collecting experimental data, and preparing presentations.",秋学期,金,[1],4,必修,A,0.22511477750009273,0.5796367452253,0.19524847727460728,2,"['数学科', '応用数理学科', '機械科学・航空宇宙学科', '電子物理システム学科', '情報理工学科', '情報通信学科', '表現工学科']"
