URL,開講年度,開講場所,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141001332024260014100126,2024年度,基幹理工学部,中国語初級IA　春期木４王,王　瑞来,春学期  木４時限,外国語科目,１年以上,1,５４-４０４教室,西早稲田（旧大久保）,2600141001,33,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ・北京・文法編』（朝日出版社）,割合評価基準試験:60％口頭試験、筆記試験平常点評価:40％出席、小テストその他:欠席6回から失格となる。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141001342024260014100126,2024年度,基幹理工学部,中国語初級IA　春期木５王,王　瑞来,春学期  木５時限,外国語科目,１年以上,1,５４-４０４教室,西早稲田（旧大久保）,2600141001,34,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ・北京・文法編』（朝日出版社）,割合評価基準試験:60％口頭試験、筆記試験平常点評価:40％出席、小テストその他:欠席6回から失格となる。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002012024260014100226,2024年度,基幹理工学部,中国語初級IB　春期木３阿部,阿部　由美子,春学期  木３時限,外国語科目,１年以上,1,６０-２０２教室,西早稲田（旧大久保）,2600141002,01,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田中国語部会『シンプルチャイニーズ　東京　会話篇』朝日出版社　（一般では販売していないので必ず早稲田生協で購入してください。）,成績評価試験：70％　（筆記50％、口頭20％）平常点：30％　（出席、課題、小テスト等）
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002022024260014100226,2024年度,基幹理工学部,中国語初級IB　春期火３呉,呉　燕,春学期  火３時限,外国語科目,１年以上,1,５３-Ｂ０３教室,西早稲田（旧大久保）,2600141002,02,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,西早稲田中国語部会『シンプルチャイニーズ　東京会話編』西早稲田中国語部会　（一般では販売していないので必ず早稲田生協で購入すること。）,割合評価基準試験:70％口頭試問(40%)及び小作文(30%)と合わせて期末試験の成績評価をする。レポート:0％なし平常点評価:30％出席・授業態度・小テスト・課題などに基づいて、総合的に評価する。その他:0％なし
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002032024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水４熊,熊　遠報,春学期  水４時限,外国語科目,１年以上,1,５４-Ｂ０２教室,西早稲田（旧大久保）,2600141002,03,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社、2023年、理工生協書店）,期末試験: 　70％（口頭試験：20％、筆記試験：50％）平常点：　30％出席や学習の参与等小テスト・課題等その他：三分の一を超えた無断欠席は不可無断欠席は減点の対象
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002042024260014100226,2024年度,基幹理工学部,中国語初級IB　春期月２和,和　平,春学期  月２時限,外国語科目,１年以上,1,５４-Ｂ０２教室,西早稲田（旧大久保）,2600141002,04,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社）　　早稲田大学生協理工店書籍部で購入すること,平常点（出席、課題、小テストなど）30％期末の筆記試験50％、口頭試験20％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002052024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水３熊,熊　遠報,春学期  水３時限,外国語科目,１年以上,1,５４-Ｂ０２教室,西早稲田（旧大久保）,2600141002,05,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社、2023年、理工生協書店）,期末試験: 　70％（口頭試験：20％、筆記試験：50％）平常点：　30％出席や学習の参与等小テスト・課題等その他：三分の一を超えた無断欠席は不可。無断欠席は減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002062024260014100226,2024年度,基幹理工学部,中国語初級IB　春期火４王,王　媛,春学期  火４時限,外国語科目,１年以上,1,６１-３１４教室,西早稲田（旧大久保）,2600141002,06,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　東京会話編』朝日出版社　2022年,割合評価基準試験:70％口頭試験20％、筆記試験50％平常点評価:30％学習の参与度、小テスト・課題等
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002072024260014100226,2024年度,基幹理工学部,中国語初級IB　春期金４福田,福田　文彬,春学期  金４時限,外国語科目,１年以上,1,５４-３０１教室,西早稲田（旧大久保）,2600141002,07,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会編『シンプルチャイニーズ　東京　会話篇』（朝日出版社、2022年）　ISBN：978-4-255-45279-1※必ず2022年出版第７版の教科書を購入してください。,学期末試験と平常点評価を基にして総合的に評価します。各要素の割合は下記の通りです。学期末試験：70％　　第12回・第13回・第14回の授業で実施する筆記試験・口頭試験の得点平常点評価：30％　　授業中に実施する小テストの得点※なお、平常点とは小テストの得点に基づいて算出される点数であり、授業に出席するだけで得られるものではありません。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002082024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水１陳,陳　揚慈,春学期  水１時限,外国語科目,１年以上,1,５３-１０４教室,西早稲田（旧大久保）,2600141002,08,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,必ず生協にて下記の教科書の最新版を購入し使用すること。早稲田大学理工学術院中国語部会（著）『シンプルチャイニーズ　東京会話篇』朝日出版社,試験: 　　70%口頭試験：20％、課題或いは筆記試験：50％平常点：　30％出席や学習の中でのやりとり、小テスト等その他：　三分の一を超えた無断欠席は　不可。無断欠席は　減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002092024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水２熊,熊　遠報,春学期  水２時限,外国語科目,１年以上,1,５３-１０１教室,西早稲田（旧大久保）,2600141002,09,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社、2023年、理工生協書店）,期末試験: 　70％（口頭試験：20％、筆記試験：50％）平常点：　30％出席や学習の参与等小テスト・課題等その他：　三分の一を超えた無断欠席は不可。無断欠席は減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002102024260014100226,2024年度,基幹理工学部,中国語初級IB　春期木４阿部,阿部　由美子,春学期  木４時限,外国語科目,１年以上,1,６０-２０２教室,西早稲田（旧大久保）,2600141002,10,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田中国語部会『シンプルチャイニーズ　東京　会話篇』朝日出版社　（一般では販売していないので必ず早稲田生協で購入してください。）,試験：70％（筆記50％、口頭20％）平常点：30％（出席、課題、小テスト等）
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002112024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水２陳,陳　揚慈,春学期  水２時限,外国語科目,１年以上,1,５３-１０４教室,西早稲田（旧大久保）,2600141002,11,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,必ず生協にて下記の教科書の最新版を購入し使用すること。早稲田大学理工学術院中国語部会（著）『シンプルチャイニーズ　東京会話篇』朝日出版社,試験: 　　70%口頭試験：20％、課題或いは筆記試験：50％平常点:　 30％出席や学習の中でのやりとり、小テスト等その他：  三分の一を超えた無断欠席は　不可。無断欠席は　減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002132024260014100226,2024年度,基幹理工学部,中国語初級IB　春期月４和,和　平,春学期  月４時限,外国語科目,１年以上,1,５４-４０１教室,西早稲田（旧大久保）,2600141002,13,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社）　　早稲田大学生協理工店書籍部で購入すること,平常点（出席、課題、小テストなど）30％期末の筆記試験50％、口頭試験20％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002142024260014100226,2024年度,基幹理工学部,中国語初級IB　春期水５王,王　瑞来,春学期  水５時限,外国語科目,１年以上,1,５４-４０１教室,西早稲田（旧大久保）,2600141002,14,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,必ず生協にて下記の教科書の最新版を購入し使用すること。早稲田大学理工学術院中国語部会（著）『シンプルチャイニーズ　東京会話篇』朝日出版社,割合評価基準試験:60％筆記部分満点30点，口頭部分320点。平常点評価:40％学習の状況と出席20％、小テストと課題等は20％。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002152024260014100226,2024年度,基幹理工学部,中国語初級IB　春期木５呂,呂　小燕,春学期  木５時限,外国語科目,１年以上,1,５３-３０１教室,西早稲田（旧大久保）,2600141002,15,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,西早稲田中国語部会著『シンプルチャイニーズ：東京会話篇』朝日出版社　2023年最新版,割合評価基準試験:70％期末筆記試験50％口述試験20％平常点評価:30％出席率、小ﾃｽﾄ、授業課題：30%
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002162024260014100226,2024年度,基幹理工学部,中国語初級IB　春期木１陳,陳　揚慈,春学期  木１時限,外国語科目,１年以上,1,５３-３０４教室,西早稲田（旧大久保）,2600141002,16,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,必ず生協にて下記の教科書の最新版を購入し使用すること。早稲田大学理工学術院中国語部会（著）『シンプルチャイニーズ　東京会話篇』朝日出版社,成績評価の方法試験: 　　70%口頭試験：20％、課題或いは筆記試験：50％平常点：  30％出席や学習の中でのやりとり、小テスト等その他：  三分の一を超えた無断欠席は　不可。無断欠席は　減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002172024260014100226,2024年度,基幹理工学部,中国語初級IB　春期金３陳,陳　愛玲,春学期  金３時限,外国語科目,１年以上,1,５４-３０３教室,西早稲田（旧大久保）,2600141002,17,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京ー会話篇』早稲田大学理工学術院中国語部会（朝日出版社）,割合評価基準試験:70％口頭試験20％＋筆記試験40％（習得状況の確認）平常点評価:30％出席状況・授業態度・小テストなど
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002182024260014100226,2024年度,基幹理工学部,中国語初級IB　春期火１呉,呉　燕,春学期  火１時限,外国語科目,１年以上,1,５４-Ｂ０１教室,西早稲田（旧大久保）,2600141002,18,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,西早稲田中国語部会『シンプルチャイニーズ　東京会話編』西早稲田中国語部会　（一般では販売していないので必ず早稲田生協で購入すること。）,割合評価基準試験:70％期末筆記試験(30%)と口頭試問(40%)をもって期末試験の成績評価をする。平常点評価:30％出席、小テストと課題等
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141002192024260014100226,2024年度,基幹理工学部,中国語初級IB　春期金２陳,陳　愛玲,春学期  金２時限,外国語科目,１年以上,1,５４-３０３教室,西早稲田（旧大久保）,2600141002,19,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京ー会話篇』早稲田大学理工学術院中国語部会（朝日出版社）,割合評価基準試験:70％口頭試験20％＋筆記試験40％（習得状況の確認）平常点評価:30％出席状況・授業態度・小テストなど
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005012024260014100526,2024年度,基幹理工学部,中国語初級IIＡ　秋期月１李,李　洵,秋学期  月１時限,外国語科目,１年以上,1,５３-２０４教室,西早稲田（旧大久保）,2600141005,01,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ  北京  文法編』朝日出版社、最新版,割合評価基準試験:70％第14週目の授業時間中に理解度の確認を行う。平常点評価:30％出席、課題、小テスト、授業中のパフォーマンス。その他:欠席5回からは評価を「不可」とする。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005022024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火２陳,陳　愛玲,秋学期  火２時限,外国語科目,１年以上,1,６１-３０２教室,西早稲田（旧大久保）,2600141005,02,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　北京ー文法篇』早稲田大学理工学術院中国語部会（朝日出版社）,割合評価基準試験:70％筆記試験（習得状況の確認）平常点評価:30％出席状況・授業態度・小テストなど
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005032024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火５李,李　洵,秋学期  火５時限,外国語科目,１年以上,1,５４-４０３教室,西早稲田（旧大久保）,2600141005,03,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ  北京  文法編』朝日出版社、最新版,割合評価基準試験:70％第14週目の授業時間中に理解度の確認を行う。平常点評価:30％出席、課題、小テスト、授業中のパフォーマンス。その他:欠席5回からは評価を「不可」とする。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005042024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期金２伴,伴　俊典,秋学期  金２時限,外国語科目,１年以上,1,５３-Ｂ０３教室,西早稲田（旧大久保）,2600141005,04,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京文法篇』（朝日出版社）,平常点：30％期末課題：70％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005052024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期月２森平,森平　崇文,秋学期  月２時限,外国語科目,１年以上,1,６０-２０２教室,西早稲田（旧大久保）,2600141005,05,中国語,【対面】,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会編『シンプルチャイニーズ　北京　文法篇』（朝日出版社、2018年）ISBN：978-4-255-45307-1,試験（筆記）：60％平常点（出席、課題、小テスト等）：40％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005062024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火３永冨,永冨　青地,秋学期  火３時限,外国語科目,１年以上,1,５３-１０１教室,西早稲田（旧大久保）,2600141005,06,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会「シンプルチャイニーズ北京　文法篇」（理工生協扱い)※必ず生協を通して購入すること。それ以外から購入した場合、版が違うことによって、毎回の課題、あるいは暗唱テストなどで正しい回答ができず、成績判定で不利になる可能性がある。特に注意をする次第である。,平常点50％（毎回の授業の出席、授業中の応答、課題、小テスト等）教場試験50％欠席回数が多い場合（三分の一以上）には、採点の対象としない。特に注意すること。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005072024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火３王,王　媛,秋学期  火３時限,外国語科目,１年以上,1,５４-１０４教室,西早稲田（旧大久保）,2600141005,07,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京　文法篇』　朝日出版社,割合評価基準試験:70％口頭試験20％、筆記試験50％平常点評価:30％学習の参与度、小テスト・課題等
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005082024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期月４田中,田中　理恵,秋学期  月４時限,外国語科目,１年以上,1,５３-１０４教室,西早稲田（旧大久保）,2600141005,08,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　北京・文法篇』（朝日出版社）,期末試験：70％（第14回目の授業時間内に実施する。）小テスト・課題：20％平常点（出席率・授業中の受け答えの内容・積極性など）：10％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005092024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期木２陳,陳　揚慈,秋学期  木２時限,外国語科目,１年以上,1,５３-１０３教室,西早稲田（旧大久保）,2600141005,09,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京・文法篇』（朝日出版社2022年、理工生協書店）,試験: 　　　　70％ （期末筆記試験）平常点：　　  30％出席や学習の参与等小テスト・課題（文章の暗誦なども）等その他：　　　三分の一を超えた無断欠席は　不可。無断欠席は　減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005102024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期金３福田,福田　文彬,秋学期  金３時限,外国語科目,１年以上,1,５３-３０４教室,西早稲田（旧大久保）,2600141005,10,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会編『シンプルチャイニーズ　北京　文法篇』（朝日出版社、2022年）　ISBN：978-4-255-45307-1※必ず2022年出版第５刷の教科書を購入してください。,学期末試験と平常点評価を基にして総合的に評価します。各要素の割合は下記の通りです。学期末試験：70％　　第14回の授業で実施する筆記試験の得点平常点評価：30％　　授業中に実施する小テストの得点※なお、平常点とは小テストの得点に基づいて算出される点数であり、授業に出席するだけで得られるものではありません。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005112024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火２呉　（英語実施）,呉　燕,秋学期  火２時限,外国語科目,１年以上,1,５４-２０３教室,西早稲田（旧大久保）,2600141005,11,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,We will be using《新版实用视听华语第一册》（台湾正中书局出版） 【Practical Audio-Visual Chinese (2nd Edition) 】 as the main textbook. But there is no requirement to purchase the book.Hand-outs will be provided for each class.,割合評価基準試験:70％Final Exam ( Oral Presentation & Written Test )平常点評価:30％Performance in quizzes & Participation in classes
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005122024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期水４呂,呂　小燕,秋学期  水４時限,外国語科目,１年以上,1,５３-２０３教室,西早稲田（旧大久保）,2600141005,12,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京文法篇』　2022年最新版　朝日出版社,割合評価基準試験:70％期末筆記試験：70%。平常点評価:30％出席、課題と小テスト：30％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005132024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期水５呂,呂　小燕,秋学期  水５時限,外国語科目,１年以上,1,５３-２０３教室,西早稲田（旧大久保）,2600141005,13,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京文法篇』　2022年最新版　朝日出版社,割合評価基準試験:70％期末筆記試験：70%。平常点評価:30％出席、課題と小テスト：30％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005142024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期木３田中,田中　理恵,秋学期  木３時限,外国語科目,１年以上,1,５３-１０３教室,西早稲田（旧大久保）,2600141005,14,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ・北京　文法篇』　朝日出版社,期末試験：70％（第14回目の授業時間内に実施する。）小テスト・課題：20％平常点（出席率・授業中の受け答えの内容・積極性など）：10％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005152024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期月１森平,森平　崇文,秋学期  月１時限,外国語科目,１年以上,1,６０-２０２教室,西早稲田（旧大久保）,2600141005,15,中国語,【対面】,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会編『シンプルチャイニーズ　北京　文法篇』（朝日出版社、2018年）ISBN：978-4-255-45307-1,試験（筆記）：60％平常点（出席、課題、小テスト等）：40％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005162024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期水１陳,陳　揚慈,秋学期  水１時限,外国語科目,１年以上,1,５３-１０３教室,西早稲田（旧大久保）,2600141005,16,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,必ず生協にて下記の教科書の最新版を購入し使用すること。早稲田大学理工学術院中国語部会（著）『シンプルチャイニーズ　北京文法篇』朝日出版社,試験: 　　　　 筆記試験：70％平常点：　　　出席や小テスト及び課題：30％その他：　　　三分の一を超えた無断欠席は　不可。無断欠席は　減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005172024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期金４伴,伴　俊典,秋学期  金４時限,外国語科目,１年以上,1,５３-Ｂ０３教室,西早稲田（旧大久保）,2600141005,17,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ　北京文法篇』（朝日出版社）,平常点：40％期末課題：60％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005182024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期火４李,李　洵,秋学期  火４時限,外国語科目,１年以上,1,５４-４０３教室,西早稲田（旧大久保）,2600141005,18,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ  北京  文法編』朝日出版社、最新版,割合評価基準試験:70％第14週目の授業時間中に理解度の確認を行う。平常点評価:30％出席、課題、小テスト、授業中のパフォーマンス。その他:欠席5回からは評価を「不可」とする。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141005192024260014100526,2024年度,基幹理工学部,中国語初級IIA　秋期月３田中,田中　理恵,秋学期  月３時限,外国語科目,１年以上,1,５３-１０４教室,西早稲田（旧大久保）,2600141005,19,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　北京　文法篇』朝日出版社,期末試験：70％（第14回目の授業時間内に実施する。）小テスト・課題：20％平常点（出席率・授業中の受け答えの内容・積極性など）：10％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006012024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期水３熊,熊　遠報,秋学期  水３時限,外国語科目,１年以上,1,５４-３０３教室,西早稲田（旧大久保）,2600141006,01,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ東京　会話編』（朝日出版社、2023年、理工生協書店）,期末試験: 　70％（口頭試験：20％、筆記試験：50％）平常点：　30％出席や学習の参与等小テスト・課題等その他：三分の一を超えた無断欠席は不可。無断欠席は減点の対象。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006022024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期火３呉,呉　燕,秋学期  火３時限,外国語科目,１年以上,1,５４-３０４教室,西早稲田（旧大久保）,2600141006,02,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,西早稲田中国語部会『シンプルチャイニーズ　東京会話編』西早稲田中国語部会　（一般では販売していないので必ず早稲田生協で購入すること。）,割合評価基準試験:70％期末口頭試問(40%)と小作文(30%)と併せて期末試験の成績評価をする。レポート:0％なし平常点評価:30％出席率、授業中の会話練習における表現、レッスンごとの小テイスト成績による総合評価その他:0％なし
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006032024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期水４熊,熊　遠報,秋学期  水４時限,外国語科目,１年以上,1,５４-３０３教室,西早稲田（旧大久保）,2600141006,03,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社、2023年、理工生協書店）,期末試験: 70％（口頭試験：20％、筆記試験：50％）平常点：　30％出席や学習の参与等小テスト・課題等その他：三分の一を超えた無断欠席は不可無断欠席は減点の対象
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006042024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期月２和,和　平,秋学期  月２時限,外国語科目,１年以上,1,５４-Ｂ０２教室,西早稲田（旧大久保）,2600141006,04,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,『シンプルチャイニーズ　東京　会話編』（朝日出版社）　　早稲田大学生協理工店書籍部で購入すること,平常点（出席、課題、小テストなど）30％期末の筆記試験50％、口頭試験20％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006052024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期木３阿部,阿部　由美子,秋学期  木３時限,外国語科目,１年以上,1,５３-２０３教室,西早稲田（旧大久保）,2600141006,05,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田中国語部会『シンプルチャイニーズ　東京　会話篇』朝日出版社　（一般では販売していないので必ず早稲田生協で購入してください。）,試験：70％（筆記50％、口頭20％）平常点：30％（出席、課題、小テスト等）
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2600141006062024260014100626,2024年度,基幹理工学部,中国語初級IIB　秋期火４王,王　媛,秋学期  火４時限,外国語科目,１年以上,1,５４-１０２教室,西早稲田（旧大久保）,2600141006,06,中国語,【対面】ハイブリッド（対面回数半数以上）,語学,中国語,中国語,初級レベル（入門・導入）,外国語,早稲田大学理工学術院中国語部会『シンプルチャイニーズ東京編』朝日出版社　2022年,割合評価基準試験:70％口頭試験20％　　筆記試験50％平常点評価:30％学習の参与度、小テスト・課題等
